time,group,order,char,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49
1,组01,排01,节,1.6919922,-0.5008044,0.7924019,1.1662887,1.2550038,0.17084454,-0.057331633,-0.8563552,-0.81334186,0.37239492,0.18631972,0.6030056,0.66408676,-0.16820943,-0.874503,-0.21140632,-0.33925128,0.3160505,-0.69991755,-1.2808855,-0.5600616,-0.34896448,-0.8265621,-0.19017152,-1.0502437,-0.02866471,0.53733397,0.17585443,0.07854496,-0.39483216,0.06068303,0.21066809,-0.31041977,0.15175673,-0.23939712,-0.090871945,0.39831242,-0.27747422,0.21364588,-0.0045424597,-0.36115474,-0.0893357,-0.10392518,-0.29061,0.32391265,-0.10611571,-0.22191158,0.08571945,-0.024482457,-0.39942896
1,组01,排01,考,1.6919957,-0.5008046,0.79239976,1.1662868,1.2550032,0.17084485,-0.057332225,-0.8563562,-0.813342,0.37239498,0.18631975,0.6030065,0.66408575,-0.16820863,-0.8745024,-0.21140683,-0.33925086,0.3160507,-0.69991714,-1.2808849,-0.56006175,-0.34896457,-0.82656157,-0.19017151,-1.0502442,-0.02866441,0.5373344,0.17585391,0.0785452,-0.3948323,0.060682382,0.21066791,-0.3104198,0.15175731,-0.2393967,-0.09087184,0.39831245,-0.2774742,0.21364592,-0.004542749,-0.36115488,-0.089335315,-0.10392528,-0.29060972,0.3239125,-0.10611556,-0.22191164,0.08571945,-0.024482463,-0.3994292
1,组01,排01,这,1.6919957,-0.5008034,0.792401,1.1662878,1.2550025,0.17084473,-0.057332013,-0.8563569,-0.81334215,0.37239468,0.18631954,0.60300714,0.66408676,-0.1682087,-0.87450325,-0.21140644,-0.33925152,0.31605026,-0.69991773,-1.2808853,-0.56006163,-0.34896433,-0.8265616,-0.19017175,-1.0502439,-0.028664695,0.53733397,0.17585395,0.07854471,-0.3948319,0.060682546,0.21066779,-0.31041998,0.15175705,-0.23939706,-0.090871766,0.39831227,-0.27747416,0.21364619,-0.0045424937,-0.36115488,-0.08933524,-0.10392514,-0.29060996,0.32391286,-0.10611566,-0.2219113,0.085719064,-0.024482483,-0.3994292
2,组01,排02,节,3.1677096,-0.8826264,-0.46156096,1.3889326,-0.017239839,1.5653194,0.34096456,1.0332673,-0.23437135,0.63951683,0.42264622,0.32883534,-0.13543704,-0.26779804,-0.62588346,-0.15429561,0.09423325,0.73892635,0.043658525,-0.42518103,-0.077720486,-0.53298,-0.1636462,0.19551589,-0.25954372,-0.34158653,0.54369426,-0.16170445,-0.1041584,0.29869154,0.5771063,0.3140264,-0.44438213,-0.19859101,0.13359708,-0.010721988,0.2159348,-0.2396828,-0.047035106,-0.60466677,-0.18270585,0.39457816,0.47941828,-0.3376513,0.15167573,-0.23710349,-0.6109748,0.6666173,0.001519187,0.12947322
2,组01,排02,这,3.1677096,-0.8826263,-0.46156082,1.3889319,-0.017238699,1.5653188,0.3409641,1.0332669,-0.23437124,0.6395167,0.42264652,0.32883543,-0.13543679,-0.26779735,-0.6258833,-0.1542954,0.09423368,0.7389264,0.043658596,-0.42518133,-0.07772044,-0.53297985,-0.16364606,0.19551598,-0.25954324,-0.3415865,0.543694,-0.16170453,-0.10415848,0.29869166,0.57710636,0.31402674,-0.44438183,-0.19859093,0.13359678,-0.010721848,0.21593423,-0.23968287,-0.047035325,-0.60466653,-0.18270586,0.39457828,0.47941756,-0.33765125,0.15167564,-0.23710345,-0.61097485,0.6666166,0.0015189577,0.12947308
2,组01,排02,考,3.1677096,-0.88262624,-0.46156096,1.3889323,-0.017239269,1.5653197,0.34096432,1.033267,-0.23437144,0.6395152,0.42264676,0.32883525,-0.13543664,-0.26779768,-0.62588334,-0.15429455,0.094233125,0.7389268,0.0436586,-0.4251815,-0.07772035,-0.53298,-0.16364619,0.19551608,-0.25954327,-0.3415863,0.5436944,-0.1617042,-0.1041585,0.2986914,0.5771063,0.3140269,-0.44438228,-0.1985909,0.1335969,-0.010721828,0.21593483,-0.23968257,-0.047035195,-0.6046664,-0.18270591,0.39457846,0.47941777,-0.33765155,0.15167591,-0.23710343,-0.6109746,0.6666169,0.0015191596,0.12947287
3,组01,排03,考,0.61369544,-0.22517031,-0.052815992,-0.150239,-0.23121335,0.1720418,-0.72349143,-0.21838462,-0.5747682,1.2344879,-0.39269787,0.17188102,0.82251596,-1.4650433,-0.40696892,-0.054216247,0.068418235,0.22533385,1.3346021,-1.050007,0.047262363,-0.20904152,-1.093981,0.5574136,-1.0286773,-0.11591463,-0.014686247,-0.11787771,-0.56073856,0.68432987,1.0285707,0.0010081343,0.31286865,-0.44729614,0.34676555,-0.012366995,-0.20855086,0.60054666,-0.14753284,0.33298296,0.45422477,0.34441093,0.34640026,0.53400123,0.008228394,0.24409352,0.37931788,-0.42154357,-0.26097664,-0.09050674
3,组01,排03,节,0.61369544,-0.22517031,-0.052815996,-0.15023904,-0.23121338,0.1720418,-0.72349185,-0.21838474,-0.574768,1.2344874,-0.39269763,0.17188115,0.8225155,-1.465043,-0.40696874,-0.054217245,0.068417884,0.22533381,1.3346026,-1.0500073,0.047263198,-0.20904161,-1.0939802,0.55741334,-1.0286777,-0.11591469,-0.014686535,-0.117878,-0.56073827,0.6843302,1.0285717,0.0010081594,0.31286833,-0.4472963,0.3467658,-0.012366744,-0.2085511,0.60054666,-0.1475323,0.33298266,0.45422462,0.34441105,0.34640035,0.53400093,0.008228454,0.24409343,0.37931812,-0.42154324,-0.26097676,-0.090506494
3,组01,排03,这,0.61369544,-0.22517031,-0.05281601,-0.15023902,-0.23121336,0.17204207,-0.72349226,-0.2183845,-0.57476854,1.234488,-0.39269763,0.17188026,0.8225156,-1.465043,-0.4069684,-0.05421714,0.068416916,0.22533348,1.3346016,-1.0500072,0.047262866,-0.20904079,-1.0939803,0.5574129,-1.0286773,-0.11591478,-0.01468657,-0.11787778,-0.56073886,0.6843302,1.0285718,0.0010082057,0.31286833,-0.44729623,0.34676582,-0.012366681,-0.20855145,0.6005468,-0.14753267,0.3329824,0.45422444,0.34441102,0.34640014,0.53400147,0.0082282815,0.24409342,0.3793178,-0.42154348,-0.26097625,-0.09050643
4,组01,排04,考,3.083615,-0.12613115,-0.11127568,0.5477215,-0.045497786,0.36122897,-0.06525737,0.8501356,-0.39236295,1.0283852,0.31145605,-0.45735633,-0.11839915,-0.9396344,-0.42323285,-0.81829834,0.5456457,0.094121344,0.52117974,-0.34248054,-0.111440495,-0.3111111,-0.19404182,-0.087598905,-0.3554126,-0.35379696,0.6115743,0.16862084,-0.5570342,0.011492467,0.6773731,-0.0098379655,-0.0049848002,-0.10258227,0.30493954,-0.1605921,0.6404535,-0.23295374,-0.21809754,-0.46366993,-0.41464463,0.67296976,0.3231276,-0.40695482,0.24378349,-0.23110348,-0.3276831,0.12872091,0.10576591,0.30757558
4,组01,排04,这,3.083615,-0.12613115,-0.11127568,0.5477215,-0.0454978,0.36122888,-0.06525749,0.8501357,-0.39236304,1.0283849,0.31145605,-0.45735636,-0.11839967,-0.93963486,-0.42323306,-0.8182987,0.54564536,0.09412106,0.5211793,-0.34248063,-0.11144106,-0.31111103,-0.1940426,-0.0875992,-0.3554132,-0.3537969,0.6115744,0.16862091,-0.5570342,0.01149218,0.6773733,-0.009838066,-0.0049850727,-0.10258253,0.30493966,-0.1605922,0.64045316,-0.23295408,-0.21809754,-0.46366984,-0.4146447,0.67296934,0.3231277,-0.40695462,0.2437837,-0.2311034,-0.32768282,0.12872115,0.1057658,0.30757535
4,组01,排04,节,3.083615,-0.12613113,-0.111275695,0.5477215,-0.045497775,0.361229,-0.0652575,0.8501357,-0.3923629,1.0283852,0.31145588,-0.45735654,-0.11839991,-0.93963426,-0.4232333,-0.81829846,0.54564565,0.09412141,0.52117944,-0.3424802,-0.11144127,-0.3111112,-0.19404261,-0.08759924,-0.355413,-0.35379687,0.61157453,0.168621,-0.5570344,0.011492853,0.67737323,-0.009837789,-0.004984795,-0.10258251,0.3049397,-0.1605926,0.6404535,-0.23295388,-0.21809761,-0.46367007,-0.4146447,0.6729696,0.3231275,-0.4069547,0.24378341,-0.23110363,-0.32768297,0.1287212,0.10576559,0.3075756
5,组01,排05,这,1.1391944,-1.1675642,-0.4108939,0.8371654,0.31053373,1.2646589,-0.28804225,-0.14914444,-0.013869674,0.78200644,-0.1761302,0.7804441,0.59506303,-1.0046649,-0.39784282,0.25042576,-0.008133816,0.4061378,0.6315724,-1.4749906,0.29731584,-0.33494318,-0.86935955,0.84389484,-0.5598269,-0.52427846,-0.2752409,-0.14972168,-0.13317445,0.7896387,0.7680102,0.3472741,-0.33070698,-0.78012514,0.23916337,-0.027901495,-0.29879972,0.37841576,0.072749816,0.11724822,0.21627188,0.15067013,0.15063152,0.7039889,-0.23838885,0.36642975,0.39688304,0.13084128,-0.027873699,-0.0658727
5,组01,排05,节,1.1391944,-1.1675642,-0.4108939,0.8371654,0.31053373,1.2646588,-0.28804222,-0.1491446,-0.013870022,0.7820064,-0.17613031,0.7804448,0.59506345,-1.0046653,-0.3978433,0.25042588,-0.008133642,0.4061382,0.6315722,-1.4749918,0.2973161,-0.33494332,-0.8693598,0.84389544,-0.55982816,-0.52427894,-0.2752406,-0.14972167,-0.13317478,0.7896398,0.7680108,0.34727433,-0.33070692,-0.780125,0.2391636,-0.027901506,-0.2988,0.37841597,0.07275018,0.11724835,0.21627194,0.15067035,0.15063162,0.7039887,-0.23838945,0.3664305,0.39688295,0.13084157,-0.02787396,-0.06587237
5,组01,排05,考,1.1391944,-1.1675642,-0.4108939,0.8371654,0.31053373,1.2646588,-0.2880422,-0.14914457,-0.013870018,0.78200644,-0.17613035,0.7804449,0.59506345,-1.0046651,-0.39784306,0.25042564,-0.008133442,0.40613794,0.63157237,-1.4749913,0.2973159,-0.3349428,-0.8693596,0.84389484,-0.55982786,-0.5242791,-0.27524114,-0.14972135,-0.1331748,0.7896393,0.76801074,0.34727427,-0.330707,-0.780125,0.2391634,-0.0279016,-0.29879996,0.37841564,0.072750315,0.1172486,0.21627173,0.15067011,0.15063167,0.7039887,-0.23838915,0.36643,0.39688313,0.13084155,-0.027873883,-0.06587225
6,组01,排06,这,1.7107198,-0.6651121,0.751776,1.2712258,1.0879018,-0.4775092,-0.2793605,-0.9297322,-0.4442446,0.38946447,0.27750087,0.44684413,0.48859584,-0.52080053,-0.7847296,-0.41712022,0.09583779,0.201,-0.6129822,-1.5288054,-0.32738578,-0.3221227,-0.61562365,0.02742555,-0.58013237,-0.4367046,0.47192565,0.16513158,-0.22083235,-0.2498233,0.17881556,0.08789735,-0.0113344565,0.28184348,-0.32211092,-0.036376372,0.6746415,-0.34171405,0.29660192,-0.07351332,-0.6882345,-0.057753585,-0.40986058,-0.284142,0.13800952,-0.0029382245,0.20203424,0.20819898,0.1380541,-0.3538013
6,组01,排06,考,1.7107198,-0.66511214,0.7517761,1.2712268,1.0879022,-0.47750932,-0.27936062,-0.92973214,-0.44424435,0.3894644,0.27750084,0.44684377,0.4885959,-0.5208003,-0.7847296,-0.4171199,0.09583701,0.20100042,-0.6129816,-1.5288047,-0.32738584,-0.32212257,-0.61562306,0.027425779,-0.58013254,-0.436705,0.47192594,0.16513067,-0.22083206,-0.24982326,0.178816,0.087897435,-0.011334675,0.2818435,-0.32211113,-0.036376107,0.67464113,-0.341714,0.2966019,-0.073513106,-0.68823427,-0.057753783,-0.40986067,-0.2841419,0.13800924,-0.0029381278,0.20203443,0.2081991,0.1380544,-0.35380122
6,组01,排06,节,1.7107198,-0.66511214,0.7517761,1.2712268,1.0879022,-0.47750932,-0.27936062,-0.92973214,-0.44424435,0.3894644,0.2775008,0.4468438,0.4885959,-0.5208004,-0.7847295,-0.41711998,0.09583708,0.20100024,-0.6129816,-1.5288048,-0.32738596,-0.32212257,-0.61562335,0.02742556,-0.5801321,-0.43670502,0.4719261,0.16513102,-0.22083224,-0.24982345,0.17881578,0.08789712,-0.011334594,0.28184348,-0.3221107,-0.036376454,0.6746418,-0.341714,0.29660195,-0.073513195,-0.6882341,-0.057753757,-0.40986076,-0.28414163,0.13800913,-0.002938232,0.2020343,0.20819901,0.13805422,-0.35380098
1,组02,排01,报,-1.4814311,-0.62022525,1.5586469,0.65650696,-1.6738043,0.48855847,-1.1434976,0.2927962,-0.65585035,1.0146927,0.76534164,-0.34974638,-1.7603012,0.37657264,0.28224283,0.0763684,1.8551683,-0.7340366,0.25300547,-0.74984014,0.4413563,-0.34512728,-0.09470558,-0.19666356,0.8045849,0.4565237,-0.48542455,1.4126637,0.60480344,0.14902884,0.08412247,-0.29252088,0.7870393,-0.28972495,0.33466095,-0.11910678,0.2235698,-0.37746084,-0.44209158,0.1302883,-0.05285499,0.07562864,-0.3169455,0.09602742,-0.076946996,0.39613685,0.31849286,-0.15213342,0.3590316,0.18451029
1,组02,排01,兴,-1.4814311,-0.62022525,1.5586469,0.65650696,-1.6738043,0.48855847,-1.1434976,0.29279616,-0.65585035,1.0146927,0.76534164,-0.34974638,-1.7603011,0.37657264,0.28224286,0.07636835,1.8551685,-0.7340371,0.25300542,-0.74984014,0.4413561,-0.3451279,-0.09470553,-0.19666336,0.8045849,0.45652378,-0.48542428,1.4126642,0.6048031,0.14902918,0.08412324,-0.2925206,0.78703886,-0.28972447,0.33466104,-0.11910686,0.22356966,-0.37746093,-0.44209132,0.13028812,-0.05285454,0.07562818,-0.3169456,0.09602828,-0.07694682,0.39613664,0.318493,-0.15213344,0.35903132,0.1845104
1,组02,排01,长,-1.4814311,-0.62022525,1.5586469,0.65650696,-1.6738043,0.48855847,-1.1434976,0.29279616,-0.6558503,1.0146927,0.76534164,-0.34974638,-1.7603011,0.37657264,0.2822429,0.076368414,1.8551683,-0.7340367,0.25300553,-0.74984044,0.44135618,-0.34512725,-0.09470493,-0.19666336,0.80458504,0.45652393,-0.48542437,1.4126636,0.6048029,0.14902899,0.08412299,-0.29252127,0.7870394,-0.28972486,0.33466122,-0.1191066,0.22356977,-0.37746042,-0.4420917,0.13028803,-0.05285506,0.075628035,-0.31694564,0.09602806,-0.07694695,0.39613685,0.318493,-0.15213329,0.35903144,0.18451042
2,组02,排02,报,-1.4397334,-1.4486781,0.564026,0.9168843,0.49096128,-0.03524552,-1.8610026,-1.0826063,0.093113415,0.4194269,-0.39059657,0.10252096,0.39406157,-0.98218423,1.1151927,0.18356074,-0.46249613,-0.072802134,1.4369832,-0.32331565,-0.76343286,-0.18959294,1.1430867,0.20594275,1.1043382,0.41538066,1.1477847,-0.10270445,0.3893539,0.10003088,-0.3575458,-0.2929161,-0.31907174,0.18345973,0.5265504,-0.124329805,-0.14797392,0.43732062,0.1778516,0.28737557,-0.10476822,-0.5212236,0.031145899,-0.13823625,0.060823604,-0.26629978,-0.099557064,-0.0013136854,-0.10983273,-0.14238808
2,组02,排02,长,-1.4397334,-1.4486781,0.564026,0.9168843,0.49096128,-0.03524552,-1.8610026,-1.0826063,0.093113415,0.4194269,-0.39059657,0.102520965,0.39406157,-0.98218423,1.1151927,0.18356076,-0.4624962,-0.07280217,1.4369832,-0.32331562,-0.76343286,-0.18959285,1.1430862,0.20594291,1.1043379,0.4153807,1.1477851,-0.10270425,0.38935426,0.10003081,-0.357546,-0.29291618,-0.31907135,0.18346018,0.52655065,-0.12433012,-0.14797404,0.43732047,0.17785138,0.28737557,-0.10476811,-0.5212236,0.031145861,-0.13823642,0.060823563,-0.2662998,-0.09955684,-0.0013136609,-0.10983241,-0.1423881
2,组02,排02,兴,-1.4397334,-1.4486781,0.564026,0.9168843,0.49096128,-0.03524552,-1.8610026,-1.0826063,0.0931134,0.4194269,-0.39059657,0.10252096,0.39406157,-0.98218423,1.1151927,0.18356073,-0.46249607,-0.07280218,1.436983,-0.3233154,-0.7634329,-0.18959293,1.1430864,0.20594265,1.104338,0.41538098,1.1477848,-0.10270461,0.38935456,0.100030765,-0.35754597,-0.29291624,-0.31907135,0.18346012,0.5265507,-0.12433003,-0.14797391,0.43732092,0.1778514,0.28737557,-0.104768604,-0.5212237,0.031145798,-0.13823612,0.06082359,-0.2662996,-0.09955689,-0.0013133175,-0.10983224,-0.14238814
3,组02,排03,兴,1.9919587,1.9668115,0.25178823,-0.02359093,0.61714554,0.11923591,-1.6954178,-0.12094037,-0.57798016,1.0739486,0.7732176,-1.4882393,-0.60469955,0.17821513,0.07843557,-1.0801642,0.770179,-0.71984935,0.5167104,-0.3052844,0.33216912,-0.3225625,0.15203612,-0.16563593,0.32940882,0.0045526493,0.71924853,0.22982295,0.06649751,-0.70087594,-0.35338664,-0.08217173,-0.025391124,0.10947545,0.28240246,-0.40463936,-0.11398251,-0.026934147,-0.35620126,-0.63567674,-0.47979194,0.060901366,-0.20259453,0.44934544,-0.20215997,0.67590684,-0.0374659,-0.11899907,-0.44174126,-0.14772609
3,组02,排03,报,1.9919587,1.9668115,0.25178823,-0.02359093,0.61714554,0.11923591,-1.6954178,-0.12094037,-0.5779802,1.0739486,0.7732176,-1.4882393,-0.60469955,0.17821513,0.07843561,-1.0801643,0.77017903,-0.7198494,0.5167101,-0.30528435,0.332169,-0.32256296,0.15203583,-0.16563584,0.32940868,0.00455288,0.71924865,0.22982246,0.06649751,-0.7008763,-0.35338697,-0.08217188,-0.025390815,0.10947523,0.28240272,-0.40463975,-0.1139827,-0.026933702,-0.3562007,-0.63567674,-0.47979212,0.060901243,-0.20259447,0.44934583,-0.20216052,0.6759067,-0.037465975,-0.11899882,-0.44174102,-0.1477258
3,组02,排03,长,1.9919587,1.9668115,0.25178823,-0.02359093,0.61714554,0.11923591,-1.6954178,-0.12094037,-0.57798016,1.0739486,0.7732176,-1.4882393,-0.6046995,0.17821512,0.07843557,-1.0801643,0.770179,-0.71984947,0.5167104,-0.30528435,0.33216918,-0.3225626,0.15203594,-0.16563618,0.32940936,0.004552869,0.7192486,0.22982316,0.0664973,-0.7008758,-0.35338688,-0.08217155,-0.025391042,0.10947484,0.2824023,-0.40463972,-0.11398237,-0.026934046,-0.3562008,-0.6356764,-0.47979173,0.060901232,-0.20259434,0.449346,-0.20216043,0.6759067,-0.03746614,-0.11899901,-0.44174144,-0.14772604
4,组02,排04,兴,-1.572128,-1.2968738,0.30999047,1.0624605,0.21563222,-0.30351144,-1.9688338,-1.0600498,-0.106762566,0.78056306,-0.2958593,0.13462603,0.5117207,-1.0612824,1.0635349,0.2600945,-0.3271421,-0.031819124,1.5487709,-0.47789094,-0.86276287,-0.4354743,1.0795739,0.29401258,0.8466417,0.5336097,1.645239,-0.10433339,0.2066628,0.1974558,-0.1323632,-0.06680979,-0.3996875,0.30007184,0.8389958,-0.22067368,-0.26793784,0.23737723,-0.019883709,0.26941684,-0.18801078,-0.519793,0.07405734,-0.2060837,0.0989542,-0.09249988,0.047714762,0.19546649,-0.39573652,-0.06801039
4,组02,排04,长,-1.572128,-1.2968738,0.30999047,1.0624605,0.21563222,-0.30351144,-1.9688338,-1.0600498,-0.106762566,0.78056306,-0.2958593,0.13462603,0.5117207,-1.0612824,1.0635349,0.26009452,-0.32714203,-0.03181903,1.548771,-0.47789094,-0.86276275,-0.43547404,1.0795741,0.29401293,0.8466413,0.53360957,1.6452389,-0.10433406,0.2066632,0.19745623,-0.13236374,-0.06680979,-0.39968735,0.3000719,0.8389959,-0.22067392,-0.26793733,0.23737723,-0.019883407,0.2694169,-0.1880106,-0.51979303,0.07405751,-0.20608343,0.09895454,-0.092500225,0.047714736,0.19546661,-0.39573634,-0.06801008
4,组02,排04,报,-1.572128,-1.2968738,0.30999047,1.0624605,0.21563222,-0.30351144,-1.9688338,-1.0600498,-0.106762566,0.78056306,-0.2958593,0.13462603,0.5117207,-1.0612825,1.0635349,0.26009452,-0.3271421,-0.031819083,1.548771,-0.4778909,-0.8627629,-0.43547422,1.0795741,0.29401276,0.84664154,0.5336096,1.645239,-0.10433362,0.20666333,0.19745605,-0.13236369,-0.06680964,-0.39968762,0.30007184,0.83899593,-0.22067395,-0.26793772,0.23737726,-0.019883424,0.26941684,-0.18801111,-0.5197934,0.074057475,-0.20608358,0.09895436,-0.092500016,0.047714937,0.19546668,-0.3957364,-0.06801034
5,组02,排05,长,2.607044,0.7152497,0.26951438,0.97842366,0.9354257,1.652791,-0.96600163,-0.27931613,-0.49851736,0.36260107,0.74248993,-0.9382379,-0.37761393,0.60760075,-0.12667981,-0.73999065,-0.28841618,-0.004260346,0.007111643,-0.1801969,0.06462356,-0.56662583,0.017277053,-0.014342792,0.34529638,0.22751154,0.438272,0.09218418,0.4415598,-0.5266965,-0.5395689,0.00600688,-0.41425332,-0.24807833,0.07738209,-0.18634781,-0.6565029,-0.34764236,-0.4017624,-0.6796564,-0.013330011,-0.07053405,0.22442853,0.5822233,-0.13757816,0.20979396,-0.27922326,-0.081852205,-0.42721167,0.22525382
5,组02,排05,报,2.607044,0.7152497,0.26951438,0.97842366,0.9354257,1.652791,-0.96600163,-0.27931613,-0.49851736,0.36260107,0.74248993,-0.9382379,-0.37761393,0.60760075,-0.12667981,-0.7399906,-0.28841618,-0.0042603267,0.0071116537,-0.18019687,0.06462353,-0.56662583,0.01727705,-0.014342796,0.34529638,0.22751154,0.43827203,0.09218406,0.44155973,-0.52669656,-0.5395684,0.0060066064,-0.4142536,-0.2480783,0.077382214,-0.1863481,-0.6565029,-0.3476422,-0.40176266,-0.6796565,-0.013330304,-0.07053404,0.22442843,0.58222336,-0.13757838,0.20979428,-0.2792235,-0.08185241,-0.42721155,0.22525391
5,组02,排05,兴,2.607044,0.7152497,0.26951438,0.97842366,0.9354257,1.652791,-0.96600163,-0.27931613,-0.49851736,0.36260107,0.74248993,-0.9382379,-0.37761393,0.60760075,-0.12667981,-0.7399906,-0.28841618,-0.0042603216,0.007111662,-0.18019685,0.06462354,-0.56662583,0.017277116,-0.014342824,0.3452964,0.22751158,0.438272,0.092184186,0.44155976,-0.5266966,-0.5395688,0.006006854,-0.41425353,-0.24807839,0.07738208,-0.18634798,-0.65650284,-0.34764248,-0.40176284,-0.6796566,-0.013330085,-0.070533976,0.22442852,0.5822233,-0.1375783,0.20979376,-0.2792235,-0.08185236,-0.4272116,0.2252538
6,组02,排06,长,-0.91117144,-1.5428702,1.1425594,1.5117925,-1.278621,1.5929457,-0.5505297,-0.13983668,-0.6566629,0.7709536,0.74908483,0.098600514,-1.3738111,0.7776435,-0.09798439,0.5116247,0.99028367,-0.3103035,-0.23936853,-0.46476817,0.2627291,-0.6435453,-0.16389252,-0.03316763,0.56021935,0.7985913,-0.67790216,0.9513019,0.7250546,0.23115288,0.15529783,-0.10140355,0.3315441,-0.37525234,0.4046733,0.0073782923,-0.53158873,-0.8980741,-0.47176304,-0.036086593,0.33714807,-0.05468007,0.18318656,0.18502419,-0.063043796,-0.12176024,0.12140011,0.3575993,0.16905762,0.33439946
6,组02,排06,兴,-0.9111721,-1.5428704,1.1425592,1.5117927,-1.2786214,1.5929458,-0.5505295,-0.13983686,-0.6566627,0.7709533,0.7490845,0.09860063,-1.3738108,0.77764344,-0.097984254,0.5116248,0.99028367,-0.31030354,-0.2393686,-0.4647679,0.26272914,-0.6435453,-0.16389252,-0.03316754,0.56021935,0.7985913,-0.67790246,0.95130205,0.72505516,0.23115276,0.1552977,-0.101403244,0.3315438,-0.37525266,0.40467355,0.007378555,-0.5315885,-0.8980738,-0.47176278,-0.03608619,0.33714783,-0.054679777,0.18318647,0.18502429,-0.063043736,-0.121760264,0.12139988,0.35759953,0.16905761,0.33439985
6,组02,排06,报,-0.9111721,-1.5428704,1.1425592,1.5117927,-1.2786214,1.5929458,-0.5505295,-0.13983686,-0.6566627,0.7709533,0.7490845,0.09860063,-1.3738108,0.77764344,-0.09798425,0.5116248,0.99028367,-0.31030354,-0.2393686,-0.4647679,0.26272914,-0.6435453,-0.1638926,-0.03316752,0.56021935,0.79859126,-0.67790246,0.951302,0.7250551,0.23115286,0.15529785,-0.10140346,0.3315439,-0.37525254,0.4046733,0.007378395,-0.5315886,-0.8980736,-0.47176293,-0.03608646,0.33714795,-0.054679986,0.18318628,0.18502457,-0.0630439,-0.12176014,0.12140008,0.35759944,0.16905764,0.33439982
1,组03,排01,及,-1.8575437,-1.7282871,-3.1047344,1.4381882,2.9264793,-0.02966141,0.11123443,1.2251056,-1.0207593,-1.202764,1.6480894,-0.39411715,-0.29955414,-1.083966,0.41133717,0.3592918,1.8358303,0.54105145,-0.2380526,0.8390702,1.3407397,1.0165976,0.27646267,-0.68854356,-0.23031637,-0.36906236,0.0059283124,-0.10932233,-0.3618649,0.24757686,-0.06796998,-0.26984242,0.106433764,0.17010331,0.27666664,-0.57029563,0.22368376,0.11327254,-0.050370593,-0.13441172,0.14684057,-0.05415015,0.31626147,-0.01336337,-0.021801975,0.25055072,-0.11332106,-0.04725854,-0.09733837,-0.33688685
1,组03,排01,以,-1.8575437,-1.7282871,-3.1047344,1.4381882,2.9264793,-0.02966141,0.11123443,1.2251056,-1.0207593,-1.202764,1.6480894,-0.39411715,-0.29955414,-1.083966,0.41133717,0.3592918,1.8358303,0.54105145,-0.2380526,0.83907014,1.3407397,1.0165975,0.2764627,-0.68854356,-0.23031633,-0.3690624,0.005928304,-0.1093223,-0.36186495,0.24757676,-0.06796995,-0.2698425,0.10643368,0.17010339,0.2766667,-0.5702954,0.22368383,0.11327245,-0.050370555,-0.13441183,0.14684036,-0.054150347,0.3162615,-0.013363565,-0.021802034,0.25055096,-0.11332126,-0.047258653,-0.09733829,-0.33688682
1,组03,排01,近,-1.8575437,-1.7282871,-3.1047344,1.4381882,2.9264793,-0.02966141,0.11123443,1.2251056,-1.0207593,-1.202764,1.6480894,-0.39411715,-0.29955414,-1.083966,0.41133717,0.3592918,1.8358303,0.54105145,-0.2380526,0.8390702,1.3407397,1.0165975,0.2764627,-0.68854344,-0.23031634,-0.3690624,0.0059283124,-0.10932236,-0.36186492,0.24757679,-0.06796995,-0.2698425,0.106433704,0.17010336,0.27666673,-0.57029563,0.22368369,0.11327256,-0.050370738,-0.13441166,0.14684032,-0.05415041,0.31626147,-0.0133634135,-0.02180186,0.25055096,-0.11332111,-0.047258656,-0.0973383,-0.336887
2,组03,排02,及,1.5437574,-0.4376842,-2.9131637,0.5588946,1.5973606,-0.7694239,-0.6173945,-0.7797899,0.9953833,-0.2012321,0.5844707,1.120264,0.67156357,0.73802006,0.88750076,0.3394261,-0.664644,0.099663585,-0.060027726,0.47497067,-0.21928452,-0.013043024,0.5255723,0.11667935,-0.44282252,0.055475973,0.22434549,0.64109,0.026022358,-1.0377527,-0.1785407,0.73282516,0.24098282,-0.29417032,-0.18606254,0.01497275,0.047760025,-0.5951028,-0.13518576,0.13326745,-0.030715352,0.09011417,0.20758918,0.1214176,0.19559227,0.56099564,0.2288963,0.23341559,-0.04151623,0.0020809583
2,组03,排02,近,1.5437574,-0.4376842,-2.9131637,0.5588946,1.5973606,-0.7694239,-0.6173945,-0.7797899,0.9953833,-0.2012321,0.5844707,1.120264,0.67156357,0.73802,0.88750076,0.3394261,-0.664644,0.099663585,-0.060027726,0.4749706,-0.21928452,-0.013043018,0.5255723,0.11667936,-0.44282252,0.055475973,0.2243455,0.64109,0.026022373,-1.0377527,-0.17854063,0.73282516,0.2409827,-0.2941704,-0.18606254,0.014972686,0.04776006,-0.59510255,-0.1351861,0.13326742,-0.030715704,0.09011363,0.20758954,0.12141762,0.19559231,0.5609959,0.22889642,0.23341572,-0.041516095,0.0020810901
